date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:35	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:35:33%20GMT	https://www.laserteam.pro/feeds/8541027576366477012/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/8541027576366477012/comments/default.47.delayed	(from https://www.laserteam.pro/2023/07/gem-of-day-segaerc-sega.html)
22:35:36	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:35:34%20GMT	https://www.laserteam.pro/feeds/2519944513292308160/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/2519944513292308160/comments/default.48.delayed	(from https://www.laserteam.pro/2023/07/gem-of-day-defi-bears-dfb.html)
22:35:42	132858/132858	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/07/gem-of-day-tsuka-update.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/07/gem-of-day-tsuka-update.html	(from https://www.laserteam.pro/search?updated-max=2023-07-05T03:28:00-07:00&max-results=3&start=6&by-date=false)
22:35:43	134480/134480	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/06/gem-of-day-jotaro-jotaro.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/06/gem-of-day-jotaro-jotaro.html	(from https://www.laserteam.pro/search?updated-max=2023-07-05T03:28:00-07:00&max-results=3&start=6&by-date=false)
22:35:47	134383/134383	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/06/gem-of-day-harrypotterobamasonic10inu.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/06/gem-of-day-harrypotterobamasonic10inu.html	(from https://www.laserteam.pro/search?updated-max=2023-07-05T03:28:00-07:00&max-results=3&start=6&by-date=false)
22:35:48	127958/127958	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-06-27T05:00:00-07:00&max-results=3&start=9&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/searchd2cb.html	(from https://www.laserteam.pro/search?updated-max=2023-07-05T03:28:00-07:00&max-results=3&start=6&by-date=false)
22:35:51	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:35:48%20GMT	https://www.laserteam.pro/feeds/6822737126396037306/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/6822737126396037306/comments/default.4d.delayed	(from https://www.laserteam.pro/2023/07/gem-of-day-tsuka-update.html)
22:35:58	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:35:55%20GMT	https://www.laserteam.pro/feeds/2701812491739151219/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/2701812491739151219/comments/default.4e.delayed	(from https://www.laserteam.pro/2023/06/gem-of-day-jotaro-jotaro.html)
22:36:05	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:36:02%20GMT	https://www.laserteam.pro/feeds/8669571158764681599/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/8669571158764681599/comments/default.4f.delayed	(from https://www.laserteam.pro/2023/06/gem-of-day-harrypotterobamasonic10inu.html)
22:36:14	136810/136810	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/06/gem-of-day-champignons-of-arborethia.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/06/gem-of-day-champignons-of-arborethia.html	(from https://www.laserteam.pro/search?updated-max=2023-06-27T05:00:00-07:00&max-results=3&start=9&by-date=false)
22:36:16	135217/135217	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/06/gem-of-day-poohmoney-pooh.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/06/gem-of-day-poohmoney-pooh.html	(from https://www.laserteam.pro/search?updated-max=2023-06-27T05:00:00-07:00&max-results=3&start=9&by-date=false)
22:36:19	131339/131339	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/06/gem-of-day-snek.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/06/gem-of-day-snek.html	(from https://www.laserteam.pro/search?updated-max=2023-06-27T05:00:00-07:00&max-results=3&start=9&by-date=false)
22:36:22	127860/127860	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-06-09T04:44:00-07:00&max-results=3&start=12&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search240b.html	(from https://www.laserteam.pro/search?updated-max=2023-06-27T05:00:00-07:00&max-results=3&start=9&by-date=false)
22:36:25	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:36:23%20GMT	https://www.laserteam.pro/feeds/3573677456216571560/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/3573677456216571560/comments/default.54.delayed	(from https://www.laserteam.pro/2023/06/gem-of-day-champignons-of-arborethia.html)
22:36:28	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:36:25%20GMT	https://www.laserteam.pro/feeds/9004545795046592182/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/9004545795046592182/comments/default.55.delayed	(from https://www.laserteam.pro/2023/06/gem-of-day-poohmoney-pooh.html)
22:36:31	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:36:29%20GMT	https://www.laserteam.pro/feeds/1422906400294003799/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/1422906400294003799/comments/default.56.delayed	(from https://www.laserteam.pro/2023/06/gem-of-day-snek.html)
22:36:40	130938/130938	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/06/gem-of-day-ducker.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/06/gem-of-day-ducker.html	(from https://www.laserteam.pro/search?updated-max=2023-06-09T04:44:00-07:00&max-results=3&start=12&by-date=false)
22:36:42	132206/132206	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/04/gem-of-day-sanin-inu.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/04/gem-of-day-sanin-inu.html	(from https://www.laserteam.pro/search?updated-max=2023-06-09T04:44:00-07:00&max-results=3&start=12&by-date=false)
22:36:45	130889/130889	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/04/gem-of-day-dogs-of-crypto-doc.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/04/gem-of-day-dogs-of-crypto-doc.html	(from https://www.laserteam.pro/search?updated-max=2023-06-09T04:44:00-07:00&max-results=3&start=12&by-date=false)
22:36:47	128037/128037	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-04-12T03:25:00-07:00&max-results=3&start=15&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search51db.html	(from https://www.laserteam.pro/search?updated-max=2023-06-09T04:44:00-07:00&max-results=3&start=12&by-date=false)
22:36:48	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:36:46%20GMT	https://www.laserteam.pro/feeds/5390889348217101464/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/5390889348217101464/comments/default.5b.delayed	(from https://www.laserteam.pro/2023/06/gem-of-day-ducker.html)
22:36:52	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:36:50%20GMT	https://www.laserteam.pro/feeds/1461064998281489824/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/1461064998281489824/comments/default.5c.delayed	(from https://www.laserteam.pro/2023/04/gem-of-day-sanin-inu.html)
22:37:00	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:36:57%20GMT	https://www.laserteam.pro/feeds/3250245672871831802/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/3250245672871831802/comments/default.5d.delayed	(from https://www.laserteam.pro/2023/04/gem-of-day-dogs-of-crypto-doc.html)
22:37:02	130486/130486	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/04/gem-of-day-boba-inu-bobainu.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/04/gem-of-day-boba-inu-bobainu.html	(from https://www.laserteam.pro/search?updated-max=2023-04-12T03:25:00-07:00&max-results=3&start=15&by-date=false)
22:37:03	131610/131610	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/04/gem-of-day-civilization-civ.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/04/gem-of-day-civilization-civ.html	(from https://www.laserteam.pro/search?updated-max=2023-04-12T03:25:00-07:00&max-results=3&start=15&by-date=false)
22:37:04	133805/133805	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/04/gem-of-day-squidgrow-never-seen.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/04/gem-of-day-squidgrow-never-seen.html	(from https://www.laserteam.pro/search?updated-max=2023-04-12T03:25:00-07:00&max-results=3&start=15&by-date=false)
22:37:05	127951/127951	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-04-04T09:33:00-07:00&max-results=3&start=18&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search7f96.html	(from https://www.laserteam.pro/search?updated-max=2023-04-12T03:25:00-07:00&max-results=3&start=15&by-date=false)
22:37:06	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:04%20GMT	https://www.laserteam.pro/feeds/2733263127731896496/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/2733263127731896496/comments/default.62.delayed	(from https://www.laserteam.pro/2023/04/gem-of-day-boba-inu-bobainu.html)
22:37:07	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:05%20GMT	https://www.laserteam.pro/feeds/1635560445754917686/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/1635560445754917686/comments/default.63.delayed	(from https://www.laserteam.pro/2023/04/gem-of-day-civilization-civ.html)
22:37:09	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:07%20GMT	https://www.laserteam.pro/feeds/6215118358986106044/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/6215118358986106044/comments/default.64.delayed	(from https://www.laserteam.pro/2023/04/gem-of-day-squidgrow-never-seen.html)
22:37:17	133426/133426	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/gem-of-day-leonicorn-leons.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/gem-of-day-leonicorn-leons.html	(from https://www.laserteam.pro/search?updated-max=2023-04-04T09:33:00-07:00&max-results=3&start=18&by-date=false)
22:37:18	130589/130589	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/gem-of-day-tsangnyon-discover-new-world.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/gem-of-day-tsangnyon-discover-new-world.html	(from https://www.laserteam.pro/search?updated-max=2023-04-04T09:33:00-07:00&max-results=3&start=18&by-date=false)
22:37:18	130192/130192	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/gem-of-day-tsuka.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/gem-of-day-tsuka.html	(from https://www.laserteam.pro/search?updated-max=2023-04-04T09:33:00-07:00&max-results=3&start=18&by-date=false)
22:37:20	128122/128122	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-03-30T09:39:00-07:00&max-results=3&start=21&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/searcha974.html	(from https://www.laserteam.pro/search?updated-max=2023-04-04T09:33:00-07:00&max-results=3&start=18&by-date=false)
22:37:23	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:20%20GMT	https://www.laserteam.pro/feeds/7204486295198548835/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/7204486295198548835/comments/default.69.delayed	(from https://www.laserteam.pro/2023/03/gem-of-day-tsangnyon-discover-new-world.html)
22:37:25	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:23%20GMT	https://www.laserteam.pro/feeds/2021707676896433505/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/2021707676896433505/comments/default.6a.delayed	(from https://www.laserteam.pro/2023/03/gem-of-day-leonicorn-leons.html)
22:37:28	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:26%20GMT	https://www.laserteam.pro/feeds/7656146572470458352/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/7656146572470458352/comments/default.6b.delayed	(from https://www.laserteam.pro/2023/03/gem-of-day-tsuka.html)
22:37:32	131303/131303	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/gem-of-day-bittensor-tao.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/gem-of-day-bittensor-tao.html	(from https://www.laserteam.pro/search?updated-max=2023-03-30T09:39:00-07:00&max-results=3&start=21&by-date=false)
22:37:38	132699/132699	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/gem-of-day-chirpley-revolutionizing.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/gem-of-day-chirpley-revolutionizing.html	(from https://www.laserteam.pro/search?updated-max=2023-03-30T09:39:00-07:00&max-results=3&start=21&by-date=false)
22:37:40	131166/131166	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/gem-of-day-sheikh-inu.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/gem-of-day-sheikh-inu.html	(from https://www.laserteam.pro/search?updated-max=2023-03-30T09:39:00-07:00&max-results=3&start=21&by-date=false)
22:37:41	128050/128050	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-03-21T13:28:00-07:00&max-results=3&start=24&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search7d03.html	(from https://www.laserteam.pro/search?updated-max=2023-03-30T09:39:00-07:00&max-results=3&start=21&by-date=false)
22:37:42	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:40%20GMT	https://www.laserteam.pro/feeds/478442172772788044/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/478442172772788044/comments/default.70.delayed	(from https://www.laserteam.pro/2023/03/gem-of-day-bittensor-tao.html)
22:37:47	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:45%20GMT	https://www.laserteam.pro/feeds/8732949587326379790/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/8732949587326379790/comments/default.71.delayed	(from https://www.laserteam.pro/2023/03/gem-of-day-chirpley-revolutionizing.html)
22:37:50	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:48%20GMT	https://www.laserteam.pro/feeds/4020596427594525415/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/4020596427594525415/comments/default.72.delayed	(from https://www.laserteam.pro/2023/03/gem-of-day-sheikh-inu.html)
22:37:56	130568/130568	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/gem-of-day-arbitrum.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/gem-of-day-arbitrum.html	(from https://www.laserteam.pro/search?updated-max=2023-03-21T13:28:00-07:00&max-results=3&start=24&by-date=false)
22:37:58	131005/131005	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/how-to-prepare-yourself-for-crypto.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/how-to-prepare-yourself-for-crypto.html	(from https://www.laserteam.pro/search?updated-max=2023-03-21T13:28:00-07:00&max-results=3&start=24&by-date=false)
22:37:59	132721/132721	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/the-abc-of-crypto-what-you-need-to-know.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/the-abc-of-crypto-what-you-need-to-know.html	(from https://www.laserteam.pro/search?updated-max=2023-03-21T13:28:00-07:00&max-results=3&start=24&by-date=false)
22:38:00	128132/128132	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-03-19T06:09:00-07:00&max-results=3&start=27&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search4503.html	(from https://www.laserteam.pro/search?updated-max=2023-03-21T13:28:00-07:00&max-results=3&start=24&by-date=false)
22:38:01	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:37:58%20GMT	https://www.laserteam.pro/feeds/6264835277256945888/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/6264835277256945888/comments/default.77.delayed	(from https://www.laserteam.pro/2023/03/gem-of-day-arbitrum.html)
22:38:02	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:00%20GMT	https://www.laserteam.pro/feeds/348205800908165441/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/348205800908165441/comments/default.78.delayed	(from https://www.laserteam.pro/2023/03/how-to-prepare-yourself-for-crypto.html)
22:38:04	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:02%20GMT	https://www.laserteam.pro/feeds/4448453612083520233/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/4448453612083520233/comments/default.79.delayed	(from https://www.laserteam.pro/2023/03/the-abc-of-crypto-what-you-need-to-know.html)
22:38:06	131336/131336	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/why-cryptocurrencies-are-gaining.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/why-cryptocurrencies-are-gaining.html	(from https://www.laserteam.pro/search?updated-max=2023-03-19T06:09:00-07:00&max-results=3&start=27&by-date=false)
22:38:08	132483/132483	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/when-will-crypto-bull-market-return.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/when-will-crypto-bull-market-return.html	(from https://www.laserteam.pro/search?updated-max=2023-03-19T06:09:00-07:00&max-results=3&start=27&by-date=false)
22:38:09	129321/129321	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/gem-of-day-bite.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/gem-of-day-bite.html	(from https://www.laserteam.pro/search?updated-max=2023-03-19T06:09:00-07:00&max-results=3&start=27&by-date=false)
22:38:11	127947/127947	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-03-13T02:43:00-07:00&max-results=3&start=30&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search13fd.html	(from https://www.laserteam.pro/search?updated-max=2023-03-19T06:09:00-07:00&max-results=3&start=27&by-date=false)
22:38:11	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:09%20GMT	https://www.laserteam.pro/feeds/233461581353387011/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/233461581353387011/comments/default.7e.delayed	(from https://www.laserteam.pro/2023/03/why-cryptocurrencies-are-gaining.html)
22:38:13	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:11%20GMT	https://www.laserteam.pro/feeds/5528069119828706796/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/5528069119828706796/comments/default.7f.delayed	(from https://www.laserteam.pro/2023/03/when-will-crypto-bull-market-return.html)
22:38:15	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:13%20GMT	https://www.laserteam.pro/feeds/4781785998061794785/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/4781785998061794785/comments/default.80.delayed	(from https://www.laserteam.pro/2023/03/gem-of-day-bite.html)
22:38:17	130909/130909	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/03/understanding-blockchain-technology.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/03/understanding-blockchain-technology.html	(from https://www.laserteam.pro/search?updated-max=2023-03-13T02:43:00-07:00&max-results=3&start=30&by-date=false)
22:38:18	131754/131754	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/02/gem-of-day-optimus-ai.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/02/gem-of-day-optimus-ai.html	(from https://www.laserteam.pro/search?updated-max=2023-03-13T02:43:00-07:00&max-results=3&start=30&by-date=false)
22:38:19	130139/130139	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/02/big-five-nft-marketplace.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/02/big-five-nft-marketplace.html	(from https://www.laserteam.pro/search?updated-max=2023-03-13T02:43:00-07:00&max-results=3&start=30&by-date=false)
22:38:20	128009/128009	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-02-26T10:18:00-08:00&max-results=3&start=33&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/searchdafc.html	(from https://www.laserteam.pro/search?updated-max=2023-03-13T02:43:00-07:00&max-results=3&start=30&by-date=false)
22:38:20	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:18%20GMT	https://www.laserteam.pro/feeds/4824022970307643535/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/4824022970307643535/comments/default.85.delayed	(from https://www.laserteam.pro/2023/03/understanding-blockchain-technology.html)
22:38:22	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:20%20GMT	https://www.laserteam.pro/feeds/2069948565133680244/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/2069948565133680244/comments/default.86.delayed	(from https://www.laserteam.pro/2023/02/gem-of-day-optimus-ai.html)
22:38:24	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:22%20GMT	https://www.laserteam.pro/feeds/4091448668072669025/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/4091448668072669025/comments/default.87.delayed	(from https://www.laserteam.pro/2023/02/big-five-nft-marketplace.html)
22:38:28	130863/130863	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/02/we-need-to-talk-about-this-influencer.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/02/we-need-to-talk-about-this-influencer.html	(from https://www.laserteam.pro/search?updated-max=2023-02-26T10:18:00-08:00&max-results=3&start=33&by-date=false)
22:38:34	133178/133178	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/02/a-deep-dive-into-altcoins-and-their.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/02/a-deep-dive-into-altcoins-and-their.html	(from https://www.laserteam.pro/search?updated-max=2023-02-26T10:18:00-08:00&max-results=3&start=33&by-date=false)
22:38:34	130678/130678	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/02/must-watch-baby-doge.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/02/must-watch-baby-doge.html	(from https://www.laserteam.pro/search?updated-max=2023-02-26T10:18:00-08:00&max-results=3&start=33&by-date=false)
22:38:35	128045/128045	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-02-14T06:34:00-08:00&max-results=3&start=36&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search183f.html	(from https://www.laserteam.pro/search?updated-max=2023-02-26T10:18:00-08:00&max-results=3&start=33&by-date=false)
22:38:36	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:34%20GMT	https://www.laserteam.pro/feeds/9052519658012732290/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/9052519658012732290/comments/default.8c.delayed	(from https://www.laserteam.pro/2023/02/we-need-to-talk-about-this-influencer.html)
22:38:38	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:36%20GMT	https://www.laserteam.pro/feeds/3727240027172701457/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/3727240027172701457/comments/default.8d.delayed	(from https://www.laserteam.pro/2023/02/a-deep-dive-into-altcoins-and-their.html)
22:38:39	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:38:37%20GMT	https://www.laserteam.pro/feeds/238811710873904028/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/238811710873904028/comments/default.8e.delayed	(from https://www.laserteam.pro/2023/02/must-watch-baby-doge.html)
